,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind speed | (m/s)","Wind direction | (deg)"
"Apr 15, 07:00 am",16.397,35964.4,0.989894,9.35,143
"Apr 15, 08:00 am",15.909,33852.9,0.990332,9.058,141
"Apr 15, 09:00 am",16.183,28864.7,0.990726,8.596,142
"Apr 15, 10:00 am",15.667,27156.5,0.991218,8.385,138
"Apr 15, 11:00 am",15.27,33057.6,0.99163,8.956,135
"Apr 15, 12:00 pm",16.266,13433.5,0.992024,6.737,134
"Apr 15, 01:00 pm",18.075,1967.28,0.992262,4.259,141
"Apr 15, 02:00 pm",20.249,1328.68,0.992165,4.019,157
"Apr 15, 03:00 pm",21.899,818.237,0.991938,3.735,171
"Apr 15, 04:00 pm",23.617,0,0.99134,2.969,192
"Apr 15, 05:00 pm",24.952,0,0.9908,2.65,213
"Apr 15, 06:00 pm",25.765,0,0.990333,2.373,220
"Apr 15, 07:00 pm",26.308,0,0.9898,2.362,216
"Apr 15, 08:00 pm",26.758,0,0.989252,2.744,213
"Apr 15, 09:00 pm",26.692,0,0.988799,2.766,198
"Apr 15, 10:00 pm",26.436,0,0.988544,2.302,208
"Apr 15, 11:00 pm",23.978,0,0.988272,3.098,204
"Apr 16, 12:00 am",20.774,1583.28,0.988048,4.125,232
"Apr 16, 01:00 am",19.256,2554.48,0.988054,4.49,232
"Apr 16, 02:00 am",18.235,1424.13,0.988113,4.035,228
"Apr 16, 03:00 am",17.038,0,0.988022,3.443,229
"Apr 16, 04:00 am",16.178,0,0.987688,3.502,234
"Apr 16, 05:00 am",15.54,0,0.987602,3.121,236
"Apr 16, 06:00 am",14.739,0,0.98765,2.783,237
"Apr 16, 07:00 am",14.102,0,0.987664,2.729,240
"Apr 16, 08:00 am",13.321,0,0.987634,2.14,255
"Apr 16, 09:00 am",12.745,0,0.987579,2.155,270
"Apr 16, 10:00 am",12.061,0,0.987623,1.879,269
"Apr 16, 11:00 am",11.882,0,0.987497,1.83,274
"Apr 16, 12:00 pm",14.449,0,0.9874,1.643,273
"Apr 16, 01:00 pm",17.678,0,0.987214,1.087,249
"Apr 16, 02:00 pm",20.864,0,0.986938,1.344,251
"Apr 16, 03:00 pm",24.082,0,0.986519,3.004,257
"Apr 16, 04:00 pm",25.874,3187.57,0.985863,4.783,263
"Apr 16, 05:00 pm",26.507,2524.28,0.985121,4.559,265
"Apr 16, 06:00 pm",26.961,2731.12,0.984327,4.602,259
"Apr 16, 07:00 pm",27.375,3183.97,0.983512,4.767,260
"Apr 16, 08:00 pm",27.576,4167.79,0.982756,5.109,270
"Apr 16, 09:00 pm",27.453,6835.91,0.982051,5.716,267
"Apr 16, 10:00 pm",26.672,9546.25,0.981674,6.233,268
"Apr 16, 11:00 pm",23.449,21794,0.981255,8.014,267
"Apr 17, 12:00 am",18.756,18162.8,0.981175,7.43,260
"Apr 17, 01:00 am",17.489,17474.2,0.981094,7.343,261
"Apr 17, 02:00 am",16.278,12395,0.981093,6.722,270
"Apr 17, 03:00 am",15.548,11213.6,0.980881,6.483,276
"Apr 17, 04:00 am",14.991,8610.24,0.980541,5.955,281
"Apr 17, 05:00 am",14.868,6577.2,0.980303,5.538,287
"Apr 17, 06:00 am",14.659,7455.01,0.980184,5.691,285
"Apr 17, 07:00 am",13.986,20383.8,0.980212,7.621,312
"Apr 17, 08:00 am",12.884,55359.9,0.980345,11.594,27
"Apr 17, 09:00 am",12.605,51311.9,0.980359,10.899,33
"Apr 17, 10:00 am",11.407,34340.7,0.980608,9.174,32
"Apr 17, 11:00 am",10.789,22924.5,0.980646,7.984,32
"Apr 17, 12:00 pm",13.887,4687.18,0.980823,5.171,26
"Apr 17, 01:00 pm",16.75,2190.11,0.98097,4.342,10
"Apr 17, 02:00 pm",18.609,1790.51,0.980959,4.202,3
"Apr 17, 03:00 pm",20.027,914.782,0.981011,3.788,356
"Apr 17, 04:00 pm",21.15,1017.79,0.980674,3.844,344
"Apr 17, 05:00 pm",22.11,3840.95,0.980309,4.946,341
"Apr 17, 06:00 pm",22.703,6967.46,0.979991,5.671,340
"Apr 17, 07:00 pm",22.675,16027.5,0.979841,7.142,345
"Apr 17, 08:00 pm",21.787,21892.4,0.979841,7.898,345
"Apr 17, 09:00 pm",21.185,10794.1,0.979735,6.337,351
"Apr 17, 10:00 pm",21.136,5704.64,0.979507,5.395,346
"Apr 17, 11:00 pm",19.676,19723,0.979457,7.583,3
"Apr 18, 12:00 am",15.906,36238,0.9796,9.428,17
"Apr 18, 01:00 am",14.905,49826.7,0.979905,10.741,18
"Apr 18, 02:00 am",13.057,56092.4,0.980144,11.811,20
"Apr 18, 03:00 am",12.95,56865.8,0.980229,13.083,23
"Apr 18, 04:00 am",11.913,57072.3,0.980224,12.9,29
"Apr 18, 05:00 am",10.39,57385.3,0.980333,12.942,32
"Apr 18, 06:00 am",9.715,57528,0.980432,13.021,36
"Apr 18, 07:00 am",8.402,57814,0.980733,12.464,39
"Apr 18, 08:00 am",6.92,56804.4,0.980979,11.5,44
"Apr 18, 09:00 am",5.854,57508.6,0.981347,11.689,47
"Apr 18, 10:00 am",5.42,58038.5,0.981835,11.854,48
"Apr 18, 11:00 am",4.332,49310.4,0.982278,10.464,55
"Apr 18, 12:00 pm",7.747,21596.8,0.982738,7.725,58
"Apr 18, 01:00 pm",10.664,5758.99,0.983021,5.36,53
"Apr 18, 02:00 pm",12.751,11433.7,0.983163,6.419,50
"Apr 18, 03:00 pm",14.398,16581.7,0.983152,7.136,46
"Apr 18, 04:00 pm",15.634,15321.1,0.982833,6.994,40
"Apr 18, 05:00 pm",16.736,11687.8,0.982437,6.536,35
"Apr 18, 06:00 pm",17.754,7873.34,0.981943,5.851,29
"Apr 18, 07:00 pm",18.475,10475.6,0.981498,6.281,19
"Apr 18, 08:00 pm",18.842,10515.1,0.98115,6.302,20
"Apr 18, 09:00 pm",18.875,10287.2,0.980851,6.252,19
"Apr 18, 10:00 pm",18.308,11982.2,0.980786,6.576,16
"Apr 18, 11:00 pm",16.017,19404.6,0.980766,7.499,7
"Apr 19, 12:00 am",12.786,46921.3,0.980729,10.358,11
"Apr 19, 01:00 am",11.228,52997.3,0.980769,11.104,22
"Apr 19, 02:00 am",11.065,55325.9,0.980739,11.486,30
"Apr 19, 03:00 am",10.278,57083.6,0.980735,11.928,37
"Apr 19, 04:00 am",10.035,57465.7,0.980477,12.618,44
"Apr 19, 05:00 am",10.244,56000.9,0.980521,11.478,54
"Apr 19, 06:00 am",9.878,35345.2,0.98078,9.194,60
"Apr 19, 07:00 am",9.452,25364.3,0.980878,8.169,60
"Apr 19, 08:00 am",8.935,23349.5,0.980919,7.946,60
"Apr 19, 09:00 am",8.456,22985.9,0.980934,7.901,57
"Apr 19, 10:00 am",7.793,18807.9,0.981158,7.374,58
"Apr 19, 11:00 am",7.707,15164.2,0.98129,6.926,63
"Apr 19, 12:00 pm",10.285,7909.87,0.981434,5.746,65
"Apr 19, 01:00 pm",12.898,0,0.981513,3.57,62
"Apr 19, 02:00 pm",15.376,1101.95,0.981513,3.879,77
"Apr 19, 03:00 pm",17.341,2973.2,0.981291,4.71,87
"Apr 19, 04:00 pm",18.599,0,0.980844,3.483,83
"Apr 19, 05:00 pm",19.704,0,0.980457,2.879,88
"Apr 19, 06:00 pm",20.531,0,0.980087,2.047,92
"Apr 19, 07:00 pm",21.188,0,0.979664,1.675,71
"Apr 19, 08:00 pm",21.663,0,0.979311,1.715,37
"Apr 19, 09:00 pm",21.799,0,0.979117,1.777,7
"Apr 19, 10:00 pm",20.339,0,0.978987,2.62,5
"Apr 19, 11:00 pm",18.493,0,0.978998,3.467,0
"Apr 20, 12:00 am",17.339,0,0.979071,2.169,318
"Apr 20, 01:00 am",16.725,0,0.979127,1.784,305
"Apr 20, 02:00 am",16.223,3975.12,0.978977,4.934,353
"Apr 20, 03:00 am",13.276,21824.4,0.978672,7.884,21
"Apr 20, 04:00 am",14.387,29826.1,0.978075,8.811,26
"Apr 20, 05:00 am",13.748,17368.1,0.977931,7.33,30
"Apr 20, 06:00 am",12.282,4880.15,0.97798,5.151,40
"Apr 20, 07:00 am",12.196,0,0.978043,3.483,43
"Apr 20, 08:00 am",12.19,0,0.978038,2.565,44
"Apr 20, 09:00 am",11.562,0,0.978093,2.05,40
"Apr 20, 10:00 am",10.261,0,0.978252,2.554,102
"Apr 20, 11:00 am",10.247,0,0.97824,1.899,147
"Apr 20, 12:00 pm",11.689,0,0.978413,1.511,193
"Apr 20, 01:00 pm",13.935,0,0.978323,1.007,247
"Apr 20, 02:00 pm",16.557,0,0.978142,1.606,204
"Apr 20, 03:00 pm",18.672,0,0.977983,2.183,246
"Apr 20, 04:00 pm",19.672,0,0.977553,2.681,276
"Apr 20, 05:00 pm",20.402,0,0.977128,2.805,284
"Apr 20, 06:00 pm",20.636,614.887,0.976795,3.643,299
"Apr 20, 07:00 pm",20.49,1563.16,0.976535,4.124,300
"Apr 20, 08:00 pm",20.718,5096.84,0.97633,5.248,298
"Apr 20, 09:00 pm",20.585,5275.32,0.976077,5.291,310
"Apr 20, 10:00 pm",20.391,10773.1,0.975996,6.351,307
"Apr 20, 11:00 pm",18.36,5626.47,0.976086,5.361,353
"Apr 21, 12:00 am",14.288,1239.17,0.976108,3.938,350
"Apr 21, 01:00 am",12.556,16175.5,0.976363,7.147,20
"Apr 21, 02:00 am",11.687,11534,0.976458,6.518,24
"Apr 21, 03:00 am",11.667,3286.52,0.976256,4.781,26
"Apr 21, 04:00 am",11.075,1645.99,0.975906,4.171,25
"Apr 21, 05:00 am",10.242,0,0.975933,2.979,27
"Apr 21, 06:00 am",8.647,0,0.976166,1.406,24
"Apr 21, 07:00 am",7.742,0,0.976271,0.737,358
"Apr 21, 08:00 am",7.011,0,0.976371,0.519,346
"Apr 21, 09:00 am",6.49,0,0.976514,0.995,298
"Apr 21, 10:00 am",5.902,0,0.97681,1.553,290
"Apr 21, 11:00 am",5.768,0,0.976923,1.431,279
"Apr 21, 12:00 pm",9.059,0,0.977096,1.184,259
"Apr 21, 01:00 pm",12.461,0,0.977187,1.364,261
"Apr 21, 02:00 pm",15.727,0,0.977191,1.968,258
"Apr 21, 03:00 pm",18.278,0,0.977062,2.71,277
"Apr 21, 04:00 pm",20.103,1391.35,0.9766,4.035,308
"Apr 21, 05:00 pm",21.009,2679.05,0.97619,4.549,312
"Apr 21, 06:00 pm",21.691,2045.78,0.975782,4.317,303
"Apr 21, 07:00 pm",21.939,5319.41,0.975556,5.314,302
"Apr 21, 08:00 pm",22.191,3472.21,0.975261,4.816,314
"Apr 21, 09:00 pm",22.296,5317.53,0.974998,5.316,303
"Apr 21, 10:00 pm",22.073,4201.34,0.974944,5.022,292
"Apr 21, 11:00 pm",19.618,2896.4,0.974894,4.635,302
"Apr 22, 12:00 am",15.004,1883.62,0.97498,4.239,301
"Apr 22, 01:00 am",13.952,0,0.975167,2.352,335
"Apr 22, 02:00 am",13.012,0,0.975232,0.97,275
"Apr 22, 03:00 am",11.784,0,0.975257,1.05,251
"Apr 22, 04:00 am",10.663,0,0.975105,2.026,247
"Apr 22, 05:00 am",9.67,0,0.975184,2.947,253
"Apr 22, 06:00 am",9.192,0,0.975512,3.031,254
"Apr 22, 07:00 am",8.501,0,0.975855,2.715,239
"Apr 22, 08:00 am",7.906,0,0.976002,2.851,227
"Apr 22, 09:00 am",7.431,0,0.976171,3.259,217
"Apr 22, 10:00 am",7.16,0,0.976574,3.364,203
"Apr 22, 11:00 am",7.584,0,0.976752,3.304,191
"Apr 22, 12:00 pm",11.385,0,0.976968,3.085,186
"Apr 22, 01:00 pm",15.162,0,0.977135,2.111,177
"Apr 22, 02:00 pm",18.599,0,0.977221,2.014,188
"Apr 22, 03:00 pm",21.461,0,0.977053,2.974,219
"Apr 22, 04:00 pm",23.326,1360.93,0.976643,4.027,243
"Apr 22, 05:00 pm",24.011,3322.88,0.976339,4.783,242
"Apr 22, 06:00 pm",23.873,0,0.976241,3.435,249
"Apr 22, 07:00 pm",24.009,2513.55,0.976111,4.497,250
"Apr 22, 08:00 pm",24.138,0,0.975674,1.739,264
"Apr 22, 09:00 pm",25.185,879.371,0.975125,3.81,209
"Apr 22, 10:00 pm",24.782,11402.3,0.974782,6.597,210
"Apr 22, 11:00 pm",22.935,16481.3,0.974681,7.305,207
"Apr 23, 12:00 am",19.596,25240.9,0.9748,8.35,202
"Apr 23, 01:00 am",17.182,35367.3,0.974919,9.416,201
"Apr 23, 02:00 am",15.804,3326.83,0.975196,4.795,211
"Apr 23, 03:00 am",15.932,4443.87,0.975104,5.109,211
"Apr 23, 04:00 am",15.223,7978.92,0.974871,5.858,202
"Apr 23, 05:00 am",14.604,13666.5,0.974856,6.856,201
"Apr 23, 06:00 am",14.016,12335.9,0.975027,6.64,199
"Apr 23, 07:00 am",13.414,21470.5,0.975313,7.838,200
"Apr 23, 08:00 am",13.051,25669.3,0.975378,8.334,211
"Apr 23, 09:00 am",12.432,28070.3,0.97571,8.614,205
"Apr 23, 10:00 am",11.871,21066.7,0.976039,7.808,208
"Apr 23, 11:00 am",11.68,13076.6,0.976205,6.778,206
"Apr 23, 12:00 pm",15.098,3906.64,0.976532,4.963,202
"Apr 23, 01:00 pm",17.722,0,0.976815,3.282,199
"Apr 23, 02:00 pm",20.117,1175.45,0.976851,3.944,201
"Apr 23, 03:00 pm",22.259,3268.37,0.976776,4.81,205
"Apr 23, 04:00 pm",23.877,6824.13,0.976407,5.685,204
"Apr 23, 05:00 pm",25.163,10841.9,0.976145,6.476,203
"Apr 23, 06:00 pm",26.116,12580.2,0.975811,6.745,198
"Apr 23, 07:00 pm",26.662,14952.9,0.975288,7.021,190
"Apr 23, 08:00 pm",27.118,22316.3,0.974609,7.994,192
"Apr 23, 09:00 pm",26.918,24617.2,0.974083,8.251,191
"Apr 23, 10:00 pm",26.22,21415.7,0.973878,7.881,182
"Apr 23, 11:00 pm",24.255,29167.3,0.973803,8.725,185
"Apr 24, 12:00 am",22.567,27611,0.973792,8.554,189
"Apr 24, 01:00 am",21.558,28113.1,0.973893,8.601,183
"Apr 24, 02:00 am",20.051,28377.7,0.973891,8.705,158
"Apr 24, 03:00 am",20.544,42981.4,0.974326,10.092,178
"Apr 24, 04:00 am",18.783,3368.96,0.974333,4.774,184
"Apr 24, 05:00 am",18.881,4781.01,0.974908,5.152,192
"Apr 24, 06:00 am",18.91,5051.56,0.974612,5.234,164
"Apr 24, 07:00 am",19.044,17440.4,0.974388,7.396,154
"Apr 24, 08:00 am",18.831,18234.7,0.973319,7.5,154
"Apr 24, 09:00 am",18.383,38608.5,0.972301,9.797,157
"Apr 24, 10:00 am",17.671,24548.2,0.972695,8.272,156
"Apr 24, 11:00 am",18.208,53661,0.973205,11.34,173
"Apr 24, 12:00 pm",18.272,55375.2,0.972292,12.935,156
"Apr 24, 01:00 pm",18.901,54024.8,0.971407,11.683,154
"Apr 24, 02:00 pm",19.882,47295.9,0.972578,10.6,162
"Apr 24, 03:00 pm",19.224,53850.3,0.972046,11.483,141
"Apr 24, 04:00 pm",19.438,53270.5,0.97149,11.473,149
"Apr 24, 05:00 pm",19.265,44152.7,0.971041,10.272,145
"Apr 24, 06:00 pm",20.632,53216.8,0.969142,11.413,141
"Apr 24, 07:00 pm",20.54,49006.9,0.968109,10.784,141
"Apr 24, 08:00 pm",19.4,50274.1,0.967978,11.053,155
"Apr 24, 09:00 pm",19.813,54772.1,0.966788,13.393,166
"Apr 24, 10:00 pm",19.721,54476.2,0.965611,11.946,167
"Apr 24, 11:00 pm",19.758,54653.8,0.964797,12.144,168
"Apr 25, 12:00 am",19.152,54425.7,0.96457,11.896,182
"Apr 25, 01:00 am",18.855,54832.3,0.964686,12.748,197
"Apr 25, 02:00 am",18.695,51310.8,0.965128,11.114,198
"Apr 25, 03:00 am",18.283,29708.2,0.965499,8.742,187
"Apr 25, 04:00 am",18.531,35518.7,0.965342,9.404,193
"Apr 25, 05:00 am",17.568,46187.8,0.965085,10.527,200
"Apr 25, 06:00 am",17.533,35236.1,0.965095,9.469,203
"Apr 25, 07:00 am",17.491,29335,0.965222,8.832,206
"Apr 25, 08:00 am",16.639,36518.7,0.965078,9.613,205
"Apr 25, 09:00 am",14.884,45773.9,0.964783,10.487,204
"Apr 25, 10:00 am",13.709,43438.7,0.965071,10.221,204
"Apr 25, 11:00 am",13.258,49419.2,0.965064,10.833,209
"Apr 25, 12:00 pm",16.624,39295.1,0.965204,9.757,222
"Apr 25, 01:00 pm",18.284,26988,0.965181,8.479,222
"Apr 25, 02:00 pm",20.01,29796.8,0.965094,8.791,219
"Apr 25, 03:00 pm",21.712,44843.6,0.964715,10.374,225
"Apr 25, 04:00 pm",22.942,53852.1,0.964195,12.014,234
"Apr 25, 05:00 pm",23.682,53897,0.963906,12.364,240
"Apr 25, 06:00 pm",24.183,53784.4,0.963653,12.201,242
"Apr 25, 07:00 pm",24.416,53732,0.963329,13.021,244
"Apr 25, 08:00 pm",24.407,53719.6,0.963079,13.11,245
"Apr 25, 09:00 pm",23.871,53813.6,0.963027,13.8,242
"Apr 25, 10:00 pm",23.146,53191.4,0.96303,11.715,249
"Apr 25, 11:00 pm",21.62,39983.8,0.963113,9.893,248
"Apr 26, 12:00 am",17.331,54966,0.963223,12.116,254
"Apr 26, 01:00 am",15.633,54132.8,0.963457,11.522,251
"Apr 26, 02:00 am",16.03,54399.5,0.963593,11.666,253
"Apr 26, 03:00 am",14.28,45137.8,0.963698,10.462,270
"Apr 26, 04:00 am",13.793,38771.5,0.963767,9.679,293
"Apr 26, 05:00 am",12.82,39756.3,0.963712,9.895,276
"Apr 26, 06:00 am",12.527,41800.8,0.963799,10.088,266
"Apr 26, 07:00 am",11.437,30254.5,0.964106,8.884,273
"Apr 26, 08:00 am",10.708,30359.7,0.964109,8.788,282
"Apr 26, 09:00 am",10.826,38909.5,0.96413,9.798,275
"Apr 26, 10:00 am",10.254,43865.1,0.964387,10.241,274
"Apr 26, 11:00 am",11.16,46918.4,0.964571,10.565,276
"Apr 26, 12:00 pm",13.187,35272.5,0.964808,9.333,284
"Apr 26, 01:00 pm",14.018,32347.2,0.965079,8.974,287
"Apr 26, 02:00 pm",14.897,31214.9,0.965521,8.891,284
"Apr 26, 03:00 pm",15.089,33818.3,0.966021,9.178,282
"Apr 26, 04:00 pm",15.126,35024.4,0.966484,9.324,284
"Apr 26, 05:00 pm",15.974,39201.7,0.966884,9.807,280
"Apr 26, 06:00 pm",15.557,51248.6,0.967257,11.037,280
"Apr 26, 07:00 pm",16.277,40286.1,0.967537,9.94,278
"Apr 26, 08:00 pm",16.314,39857.3,0.967807,9.843,282
"Apr 26, 09:00 pm",16.68,34594.8,0.967813,9.314,281
"Apr 26, 10:00 pm",16.322,35925,0.968037,9.556,274
"Apr 26, 11:00 pm",15.84,24321.5,0.968256,8.161,285
"Apr 27, 12:00 am",14.55,20979.2,0.968622,7.755,286
"Apr 27, 01:00 am",14.805,22024.5,0.9692,7.877,300
"Apr 27, 02:00 am",13.563,31567.5,0.969575,8.875,309
"Apr 27, 03:00 am",10.124,33526.6,0.969569,9.026,306
"Apr 27, 04:00 am",8.941,40648.4,0.969406,9.777,305
"Apr 27, 05:00 am",8.876,35118.2,0.969539,9.196,298
"Apr 27, 06:00 am",8.105,25526.8,0.969657,8.196,291
"Apr 27, 07:00 am",7.52,24173.2,0.969732,8.059,286
"Apr 27, 08:00 am",7.122,34048.1,0.969706,9.035,291
"Apr 27, 09:00 am",6.607,36635.5,0.969819,9.354,299
"Apr 27, 10:00 am",5.813,24282.4,0.970061,8.048,303
"Apr 27, 11:00 am",6.062,17746.7,0.970302,7.249,290
"Apr 27, 12:00 pm",10.081,7512.27,0.970618,5.742,278
"Apr 27, 01:00 pm",12.509,9161.51,0.970759,6.091,277
"Apr 27, 02:00 pm",14.234,26069.2,0.970899,8.374,280
"Apr 27, 03:00 pm",15.091,41861.3,0.971347,10.066,277
"Apr 27, 04:00 pm",15.574,51377.9,0.971328,11.081,277
"Apr 27, 05:00 pm",15.703,55153.4,0.971568,11.849,279
"Apr 27, 06:00 pm",15.696,55596.3,0.971869,12.114,276
"Apr 27, 07:00 pm",15.596,55886.5,0.972258,13.063,270
"Apr 27, 08:00 pm",16.494,54525.5,0.972562,11.536,291
"Apr 27, 09:00 pm",16.122,55821.4,0.972895,12.689,308
"Apr 27, 10:00 pm",14.629,52862.2,0.973712,11.118,310
"Apr 27, 11:00 pm",14.254,47677.3,0.974042,10.505,307
"Apr 28, 12:00 am",11.655,53149.1,0.974597,11.082,307
"Apr 28, 01:00 am",9.155,48844.8,0.975345,10.517,320
"Apr 28, 02:00 am",7.767,51553.5,0.976027,10.903,335
"Apr 28, 03:00 am",6.3,31306.7,0.976573,8.742,348
"Apr 28, 04:00 am",5.696,22495.7,0.976779,7.883,340
"Apr 28, 05:00 am",5.334,18884,0.976996,7.449,330
"Apr 28, 06:00 am",5.111,10400.1,0.977247,6.239,334
"Apr 28, 07:00 am",4.855,7150.45,0.97749,5.651,337
"Apr 28, 08:00 am",3.621,0,0.978029,2.693,340
"Apr 28, 09:00 am",2.734,0,0.978539,1.538,279
"Apr 28, 10:00 am",2.22,0,0.979165,2.161,255
"Apr 28, 11:00 am",2.771,0,0.97958,2.452,262
"Apr 28, 12:00 pm",6.165,0,0.979974,2.424,275
"Apr 28, 01:00 pm",9.206,0,0.980356,1.378,255
"Apr 28, 02:00 pm",12.048,0,0.980623,1.531,242
"Apr 28, 03:00 pm",14.77,0,0.980615,2.045,258
"Apr 28, 04:00 pm",16.479,0,0.980361,2.703,287
"Apr 28, 05:00 pm",17.502,0,0.980063,2.723,269
"Apr 28, 06:00 pm",18.431,991.845,0.979778,3.86,264
"Apr 28, 07:00 pm",18.903,2764.22,0.979554,4.573,253
"Apr 28, 08:00 pm",19.41,1613.82,0.979245,4.181,276
"Apr 28, 09:00 pm",19.547,1851.96,0.978972,4.295,270
"Apr 28, 10:00 pm",19.371,1770.43,0.978957,4.237,263
"Apr 28, 11:00 pm",17.606,1470.48,0.978961,4.073,258
"Apr 29, 12:00 am",12.994,0,0.978981,3.149,292
"Apr 29, 01:00 am",11.176,0,0.979127,1.796,276
"Apr 29, 02:00 am",10.309,0,0.979233,1.605,207
"Apr 29, 03:00 am",8.957,0,0.97939,2.898,188
"Apr 29, 04:00 am",7.927,0,0.979352,3.238,181
"Apr 29, 05:00 am",7.161,0,0.979435,3.32,183
"Apr 29, 06:00 am",6.7,0,0.979672,3.226,182
"Apr 29, 07:00 am",6.299,2111.45,0.979931,4.289,176
"Apr 29, 08:00 am",6.347,4257.8,0.980132,4.969,175
"Apr 29, 09:00 am",6.232,2980.47,0.980213,4.598,173
"Apr 29, 10:00 am",6.122,3664.88,0.980469,4.809,166
"Apr 29, 11:00 am",7.109,5404.35,0.980609,5.317,153
"Apr 29, 12:00 pm",11.35,5995.16,0.980831,5.475,154
"Apr 29, 01:00 pm",14.82,1788.81,0.980832,4.228,150
"Apr 29, 02:00 pm",18.084,4800.01,0.980643,5.178,161
"Apr 29, 03:00 pm",20.174,10909.8,0.980321,6.361,177
"Apr 29, 04:00 pm",21.204,14656.3,0.979729,6.943,184
"Apr 29, 05:00 pm",22.125,16260.3,0.979198,7.157,180
"Apr 29, 06:00 pm",22.985,18861,0.978551,7.499,180
"Apr 29, 07:00 pm",23.722,21605.8,0.977936,7.872,180
"Apr 29, 08:00 pm",24.159,22909.5,0.977223,8.029,176
"Apr 29, 09:00 pm",24.075,32044.6,0.976774,8.993,174
"Apr 29, 10:00 pm",23.617,31203.8,0.976413,8.905,172
"Apr 29, 11:00 pm",21.869,28809.9,0.976126,8.657,171
"Apr 30, 12:00 am",18.426,52620.6,0.975953,11.162,166
"Apr 30, 01:00 am",17.077,53877.2,0.975929,11.363,163
"Apr 30, 02:00 am",16.385,55683.2,0.975907,11.965,164
"Apr 30, 03:00 am",15.757,55317.6,0.975797,11.758,163
"Apr 30, 04:00 am",15.343,54965.2,0.975428,11.605,162
"Apr 30, 05:00 am",15.112,56163.6,0.975442,12.515,162
"Apr 30, 06:00 am",14.677,46243.2,0.975602,10.376,164
"Apr 30, 07:00 am",13.715,39553.6,0.975588,9.708,166
"Apr 30, 08:00 am",13.052,43775.3,0.975757,10.046,169
"Apr 30, 09:00 am",13.013,49113,0.975833,10.587,168
"Apr 30, 10:00 am",11.956,43582.3,0.975913,10.05,164
"Apr 30, 11:00 am",12.99,39750.8,0.975978,9.772,161
"Apr 30, 12:00 pm",15.762,26597.7,0.976212,8.401,163
"Apr 30, 01:00 pm",18.212,11213.9,0.976229,6.462,162
"Apr 30, 02:00 pm",18.517,10144.4,0.976291,6.273,156
"Apr 30, 03:00 pm",21.797,19203.9,0.976034,7.555,165
"Apr 30, 04:00 pm",23.484,24141.8,0.975575,8.175,166
"Apr 30, 05:00 pm",24.983,32426.4,0.975148,9.045,171
"Apr 30, 06:00 pm",24.947,31551.7,0.974864,8.96,174
"Apr 30, 07:00 pm",25.836,22316.2,0.974566,7.984,182
"Apr 30, 08:00 pm",27.071,26156,0.974129,8.44,181
"Apr 30, 09:00 pm",27.249,35484.6,0.973682,9.47,174
"Apr 30, 10:00 pm",26.827,37354.2,0.973386,9.659,168
"Apr 30, 11:00 pm",25.397,39889.8,0.972904,9.988,158
"May 1, 12:00 am",20.93,46078.8,0.973255,10.579,155
"May 1, 01:00 am",19.815,49740.9,0.97355,10.962,154
"May 1, 02:00 am",19.926,51352.1,0.973525,11.17,151
"May 1, 03:00 am",20.236,49142.6,0.973416,10.896,154
"May 1, 04:00 am",19.869,30543.5,0.973534,8.846,164
"May 1, 05:00 am",20.336,34448.7,0.973749,9.256,173
"May 1, 06:00 am",20.026,24886.4,0.973742,8.292,160
"May 1, 07:00 am",20.679,39076.7,0.973709,9.878,155
"May 1, 08:00 am",20.531,36554.7,0.973489,9.593,159
"May 1, 09:00 am",19.729,46867.5,0.973202,10.506,166
"May 1, 10:00 am",19.151,48951.9,0.973456,10.696,173
"May 1, 11:00 am",20.176,55087.7,0.973563,12.685,166
"May 1, 12:00 pm",21.757,42488.7,0.973709,10.057,168
"May 1, 01:00 pm",22.72,43337.4,0.973695,10.156,171
"May 1, 02:00 pm",24.289,46640.6,0.973616,10.534,171
"May 1, 03:00 pm",25.133,48432.5,0.974222,10.752,185
"May 1, 04:00 pm",24.221,28784.6,0.974497,8.688,184
"May 1, 05:00 pm",23.137,4600.01,0.974053,5.149,162
"May 1, 06:00 pm",24.081,53953.3,0.973581,11.844,169
"May 1, 07:00 pm",23.223,42024.6,0.973529,10.068,164
"May 1, 08:00 pm",22.264,9309.43,0.973032,6.161,152
"May 1, 09:00 pm",24.149,29065.6,0.972448,8.84,155
"May 1, 10:00 pm",24.12,33856,0.972121,9.265,165
"May 1, 11:00 pm",23.375,26228.3,0.972123,8.529,152
"May 2, 12:00 am",23.458,43400.3,0.971794,10.316,157
"May 2, 01:00 am",22.769,45849,0.971936,10.48,164
"May 2, 02:00 am",22.085,43322.7,0.972165,10.156,168
"May 2, 03:00 am",21.753,43512.8,0.97224,10.185,166
"May 2, 04:00 am",21.277,48276.6,0.971962,10.668,168
"May 2, 05:00 am",20.54,34193,0.971844,9.248,166
"May 2, 06:00 am",20.577,19590,0.971992,7.669,159
"May 2, 07:00 am",20.176,13896.2,0.972135,6.946,155
"May 2, 08:00 am",20.721,54932,0.972614,12.991,176
"May 2, 09:00 am",20.627,54917,0.972038,13.859,171
"May 2, 10:00 am",20.284,52044.4,0.972386,11.139,169
"May 2, 11:00 am",20.344,51305.4,0.972429,11.031,171
"May 2, 12:00 pm",20.962,54873.3,0.972372,13.081,172
"May 2, 01:00 pm",21.087,54858.9,0.97253,14.039,175
