,"Ambient temperature | (C)","AC inverter power | (W)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","DC array power | (W)","Diffuse irradiance | (W/m2)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Oct 3, 08:00 am",16.1,1899.21,49.7609,713,1973.56,110,485,28.7524,593.586,1.89921,1,1,584.524,3.6
"Oct 3, 09:00 am",18.3,2368.41,36.4519,738,2460.73,134,621,35.8694,757.273,2.36841,1,1,754.503,3.1
"Oct 3, 10:00 am",20,2675.35,24.946,690,2780.56,184,700,34.4527,847.29,2.67535,1,1,846.627,6.2
"Oct 3, 11:00 am",21.1,2756.42,18.91,639,2865.19,225,724,34.1749,871.456,2.75642,1,1,871.205,7.7
"Oct 3, 12:00 pm",20,2579.78,23.1264,599,2680.88,227,682,34.8478,818.312,2.57978,1,1,817.865,5.7
"Oct 3, 01:00 pm",19.4,2097.5,33.9692,418,2179.19,266,550,29.0346,647.502,2.0975,1,1,646.298,7.7
"Oct 3, 02:00 pm",18.9,1724.79,47.0554,490,1792.99,172,443,26.2654,529.775,1.72479,1,1,524.799,8.2
"Oct 3, 03:00 pm",17.8,1147.53,60.9445,447,1197.44,124,298,22.2994,356.87,1.14753,1,1,344.033,8.8
"Oct 3, 04:00 pm",16.1,380.223,75.159,221,410.588,67,110,17.8289,128.553,0.380223,1,1,115.567,5.2
"Oct 3, 05:00 pm",13.9,13.0654,85.1038,10,35.9807,10,12,13.0088,10.4269,0.0130654,1,3,9.91019,5.7
"Oct 3, 06:00 pm",12.2,0,0,0,0,0,0,12.2,0,0,1,0,0,4.1
"Oct 3, 07:00 pm",11.1,0,0,0,0,0,0,11.1,0,0,1,0,0,3.6
"Oct 3, 08:00 pm",10,0,0,0,0,0,0,10,0,0,1,0,0,3.6
"Oct 3, 09:00 pm",8.9,0,0,0,0,0,0,8.9,0,0,1,0,0,3.6
"Oct 3, 10:00 pm",8.3,0,0,0,0,0,0,8.3,0,0,1,0,0,2.6
"Oct 3, 11:00 pm",7.8,0,0,0,0,0,0,7.8,0,0,1,0,0,2.6
"Oct 4, 12:00 am",7.8,0,0,0,0,0,0,7.8,0,0,1,0,0,0
"Oct 4, 01:00 am",7.2,0,0,0,0,0,0,7.2,0,0,1,0,0,0
"Oct 4, 02:00 am",6.7,0,0,0,0,0,0,6.7,0,0,1,0,0,0
"Oct 4, 03:00 am",6.1,0,0,0,0,0,0,6.1,0,0,1,0,0,0
"Oct 4, 04:00 am",6.1,0,0,0,0,0,0,6.1,0,0,1,0,0,0
"Oct 4, 05:00 am",5.6,0,86.3437,3,18.726,5,5,1.63657,5.04055,0,1,2,4.90931,0
"Oct 4, 06:00 am",7.8,251.821,78.0106,140,279.442,51,73,8.04042,84.0773,0.251821,1,1,75.3022,3.6
"Oct 4, 07:00 am",10.6,626.621,63.7894,111,662.673,132,171,12.7057,186.082,0.626621,1,1,182.275,6.2
"Oct 4, 08:00 am",12.2,615.602,49.8435,64,651.387,141,174,14.6311,181.535,0.615602,1,1,180.717,5.2
"Oct 4, 09:00 am",13.9,1886.05,36.5913,357,1959.92,261,495,25.2308,572.226,1.88605,1,1,570.866,4.1
"Oct 4, 10:00 am",15,1050.18,25.1906,12,1097.3,305,314,20.2447,312.297,1.05018,1,1,312.285,5.7
"Oct 4, 11:00 am",17.8,2448.79,19.2887,516,2544.39,230,631,29.021,754.776,2.44879,1,1,754.56,7.2
"Oct 4, 12:00 pm",18.9,2696.48,23.4861,676,2802.61,183,692,31.4032,841.261,2.69648,1,1,840.73,7.7
"Oct 4, 01:00 pm",20.6,2406.56,34.2501,732,2500.43,119,614,30.882,750.368,2.40656,1,1,748.193,8.8
"Oct 4, 02:00 pm",20,1145.49,47.2853,219,1195.33,185,306,24.5989,349.4,1.14549,1,1,347.132,8.8
"Oct 4, 03:00 pm",18.9,433.4,61.1439,8,464.946,133,136,21.3772,133.246,0.4334,1,1,133.013,3.1
"Oct 4, 04:00 pm",18.3,144.25,75.3388,31,169.687,43,49,18.2183,49.6772,0.14425,1,1,47.846,2.6
"Oct 4, 05:00 pm",18.3,0,85.1025,1,20.3655,6,6,16.9326,5.76062,0,1,3,5.70894,3.1
"Oct 4, 06:00 pm",15.6,0,0,0,0,0,0,15.6,0,0,1,0,0,6.2
"Oct 4, 07:00 pm",13.9,0,0,0,0,0,0,13.9,0,0,1,0,0,7.2
"Oct 4, 08:00 pm",12.8,0,0,0,0,0,0,12.8,0,0,1,0,0,5.7
"Oct 4, 09:00 pm",11.1,0,0,0,0,0,0,11.1,0,0,1,0,0,6.2
"Oct 4, 10:00 pm",10,0,0,0,0,0,0,10,0,0,1,0,0,4.1
"Oct 4, 11:00 pm",8.9,0,0,0,0,0,0,8.9,0,0,1,0,0,4.6
"Oct 5, 12:00 am",8.3,0,0,0,0,0,0,8.3,0,0,1,0,0,4.6
"Oct 5, 01:00 am",7.8,0,0,0,0,0,0,7.8,0,0,1,0,0,5.2
"Oct 5, 02:00 am",7.8,0,0,0,0,0,0,7.8,0,0,1,0,0,6.7
"Oct 5, 03:00 am",7.8,0,0,0,0,0,0,7.8,0,0,1,0,0,6.2
"Oct 5, 04:00 am",7.8,0,0,0,0,0,0,7.8,0,0,1,0,0,4.1
"Oct 5, 05:00 am",8.3,0,86.2693,0,0,0,0,8.3,0,0,1,2,0,5.2
"Oct 5, 06:00 am",8.9,141.174,78.0433,4,166.551,46,46,8.46508,45.215,0.141174,1,1,44.9642,6.7
"Oct 5, 07:00 am",8.9,357.504,63.8426,4,387.373,107,108,9.57007,105.224,0.357504,1,1,105.087,5.7
"Oct 5, 08:00 am",9.4,838.724,49.9294,3,880.116,242,244,12.4898,241.891,0.838724,1,1,241.852,6.2
"Oct 5, 09:00 am",11.7,805.448,36.7346,62,845.975,185,226,15.0477,235.38,0.805448,1,1,235.141,5.7
"Oct 5, 10:00 am",12.8,2478.79,25.4391,539,2575.63,231,630,26.2685,754.438,2.47879,1,1,753.885,5.2
"Oct 5, 11:00 am",14.4,2878.86,19.6671,724,2993.12,170,729,29.5402,890.168,2.87886,1,1,889.848,6.2
"Oct 5, 12:00 pm",15.6,2823.51,23.8451,833,2935.27,100,724,31.59,882.011,2.82351,1,1,881.323,5.7
"Oct 5, 01:00 pm",16.7,2723.64,34.5312,903,2830.96,84,689,29.9352,846.001,2.72364,1,1,843.236,7.2
"Oct 5, 02:00 pm",17.2,2132.05,47.515,845,2215.06,72,532,26.5925,658.261,2.13205,1,1,649.339,8.2
"Oct 5, 03:00 pm",17.2,1329.35,61.3426,739,1384.68,55,335,24.2023,423.149,1.32935,1,1,401.374,6.2
"Oct 5, 04:00 pm",15.6,474.998,75.5172,519,507.485,36,131,18.2988,173.961,0.474998,1,1,143.146,5.2
"Oct 5, 05:00 pm",13.9,19.3958,85.1003,59,42.4293,10,17,13.043,14.7378,0.0193958,1,3,11.6881,4.1
"Oct 5, 06:00 pm",12.2,0,0,0,0,0,0,12.2,0,0,1,0,0,2.6
"Oct 5, 07:00 pm",11.7,0,0,0,0,0,0,11.7,0,0,1,0,0,3.1
"Oct 5, 08:00 pm",5,0,0,0,0,0,0,5,0,0,1,0,0,3.1
"Oct 5, 09:00 pm",8.9,0,0,0,0,0,0,8.9,0,0,1,0,0,3.6
"Oct 5, 10:00 pm",7.8,0,0,0,0,0,0,7.8,0,0,1,0,0,3.6
"Oct 5, 11:00 pm",7.8,0,0,0,0,0,0,7.8,0,0,1,0,0,3.6
"Oct 6, 12:00 am",6.1,0,0,0,0,0,0,6.1,0,0,1,0,0,3.1
"Oct 6, 01:00 am",6.7,0,0,0,0,0,0,6.7,0,0,1,0,0,2.6
"Oct 6, 02:00 am",6.7,0,0,0,0,0,0,6.7,0,0,1,0,0,4.1
"Oct 6, 03:00 am",6.1,0,0,0,0,0,0,6.1,0,0,1,0,0,3.6
"Oct 6, 04:00 am",6.1,0,0,0,0,0,0,6.1,0,0,1,0,0,3.6
"Oct 6, 05:00 am",6.1,0,86.1956,1,11.0424,3,3,4.54623,2.97589,0,1,2,2.93105,4.1
"Oct 6, 06:00 am",6.7,268.65,78.0778,183,296.622,49,76,7.09829,91.0866,0.26865,1,1,79.6054,3.1
"Oct 6, 07:00 am",8.9,1071.65,63.8984,494,1119.38,94,264,14.6912,327.693,1.07165,1,1,310.637,4.1
"Oct 6, 08:00 am",11.1,1871,50.0186,651,1944.34,130,466,24.6779,573.305,1.871,1,1,564.857,2.6
"Oct 6, 09:00 am",12.8,2508.44,36.8819,732,2606.53,155,631,28.2112,772.872,2.50844,1,1,770,4.6
"Oct 6, 10:00 am",15,2852.46,25.6911,773,2965.52,170,739,34.5166,904.05,2.85246,1,1,903.229,4.1
"Oct 6, 11:00 am",16.1,2869.45,20.0451,787,2983.29,175,779,44.0602,953.778,2.86945,1,1,953.408,1.5
"Oct 6, 12:00 pm",18.3,2806.09,24.2033,781,2917.07,171,753,41.6297,921.37,2.80609,1,1,920.692,2.6
"Oct 6, 01:00 pm",18.3,2512.75,34.8122,745,2611.01,158,655,35.914,803.111,2.51275,1,1,800.759,4.1
"Oct 6, 02:00 pm",17.2,1970.16,47.7443,673,2047.1,135,498,28.9075,613.997,1.97016,1,1,606.753,5.2
"Oct 6, 03:00 pm",17.2,1168.67,61.5405,532,1219.19,100,299,25.4833,371.411,1.16867,1,1,355.536,3.6
"Oct 6, 04:00 pm",15.6,364.812,75.6942,246,394.84,57,101,17.9187,125.858,0.364812,1,1,111.18,3.1
"Oct 6, 05:00 pm",12.8,13.0168,85.097,4,35.9312,10,11,11.5678,10.0403,0.0130168,1,3,9.83352,2.6
"Oct 6, 06:00 pm",9.4,0,0,0,0,0,0,9.4,0,0,1,0,0,3.1
"Oct 6, 07:00 pm",9.4,0,0,0,0,0,0,9.4,0,0,1,0,0,0
"Oct 6, 08:00 pm",6.7,0,0,0,0,0,0,6.7,0,0,1,0,0,0
"Oct 6, 09:00 pm",7.8,0,0,0,0,0,0,7.8,0,0,1,0,0,0
"Oct 6, 10:00 pm",7.2,0,0,0,0,0,0,7.2,0,0,1,0,0,0
"Oct 6, 11:00 pm",6.1,0,0,0,0,0,0,6.1,0,0,1,0,0,0
"Oct 7, 12:00 am",6.7,0,0,0,0,0,0,6.7,0,0,1,0,0,0
"Oct 7, 01:00 am",4.4,0,0,0,0,0,0,4.4,0,0,1,0,0,0
"Oct 7, 02:00 am",4.4,0,0,0,0,0,0,4.4,0,0,1,0,0,0
"Oct 7, 03:00 am",4.4,0,0,0,0,0,0,4.4,0,0,1,0,0,2.1
"Oct 7, 04:00 am",4.4,0,0,0,0,0,0,4.4,0,0,1,0,0,0
"Oct 7, 05:00 am",4.4,0,86.1225,15,16.1569,4,6,0.377351,4.89373,0,1,2,4.21332,0
"Oct 7, 06:00 am",6.1,338.67,78.1142,408,368.13,33,92,7.97706,124.784,0.33867,1,1,99.1742,0
"Oct 7, 07:00 am",10,1156.83,63.9566,694,1207.01,55,292,23.6763,373.057,1.15683,1,1,349.012,0
"Oct 7, 08:00 am",13.9,1945.57,50.1109,816,2021.6,74,493,31.0812,616.165,1.94557,1,1,605.497,1.5
"Oct 7, 09:00 am",18.3,2493.27,37.033,877,2590.73,88,655,38.0863,806.676,2.49327,1,1,803.181,2.6
"Oct 7, 10:00 am",20,2884.29,25.9464,911,2998.79,96,762,39.0928,935.403,2.88429,1,1,934.402,4.6
"Oct 7, 11:00 am",21.7,2955.99,20.4225,921,3073.78,98,802,43.8688,981.818,2.95599,1,1,981.359,3.6
"Oct 7, 12:00 pm",22.8,2819.45,24.5604,917,2931.03,96,775,46.674,950.355,2.81945,1,1,949.519,2.6
"Oct 7, 01:00 pm",23.3,2349.31,35.0928,890,2440.85,89,678,56.418,836.105,2.34931,1,1,833.21,0
"Oct 7, 02:00 pm",23.9,1950.46,47.9731,829,2026.68,77,521,41.4975,648.329,1.95046,1,1,639.234,2.1
"Oct 7, 03:00 pm",23.3,1241.68,61.7373,720,1294.36,58,324,33.0835,413.227,1.24168,1,1,391.471,3.1
"Oct 7, 04:00 pm",22.8,418.132,75.8695,467,449.336,37,118,26.6798,159.773,0.418132,1,1,131.776,2.1
"Oct 7, 05:00 pm",21.7,15.6545,85.0925,39,38.6181,10,15,20.7758,13.0348,0.0156545,1,3,11.0173,1.5
"Oct 7, 06:00 pm",16.1,0,0,0,0,0,0,16.1,0,0,1,0,0,0
"Oct 7, 07:00 pm",15.6,0,0,0,0,0,0,15.6,0,0,1,0,0,2.1
"Oct 7, 08:00 pm",15,0,0,0,0,0,0,15,0,0,1,0,0,0
"Oct 7, 09:00 pm",13.9,0,0,0,0,0,0,13.9,0,0,1,0,0,0
"Oct 7, 10:00 pm",12.2,0,0,0,0,0,0,12.2,0,0,1,0,0,1.5
"Oct 7, 11:00 pm",12.2,0,0,0,0,0,0,12.2,0,0,1,0,0,2.6
"Oct 8, 12:00 am",11.7,0,0,0,0,0,0,11.7,0,0,1,0,0,2.1
"Oct 8, 01:00 am",11.1,0,0,0,0,0,0,11.1,0,0,1,0,0,0
"Oct 8, 02:00 am",10.6,0,0,0,0,0,0,10.6,0,0,1,0,0,2.1
"Oct 8, 03:00 am",10.6,0,0,0,0,0,0,10.6,0,0,1,0,0,2.6
"Oct 8, 04:00 am",9.4,0,0,0,0,0,0,9.4,0,0,1,0,0,1.5
"Oct 8, 05:00 am",10.6,0,86.0501,0,10.768,3,3,8.65917,2.90954,0,1,2,2.90954,2.1
"Oct 8, 06:00 am",12.2,248.852,78.1524,164,276.412,48,70,12.562,86.2809,0.248852,1,1,75.9812,2.1
"Oct 8, 07:00 am",15,997.034,64.0175,472,1042.68,94,253,21.4422,314.795,0.997034,1,1,298.382,2.6
"Oct 8, 08:00 am",19.4,1764.84,50.2065,629,1834.43,130,451,31.1549,557.922,1.76484,1,1,549.635,3.6
"Oct 8, 09:00 am",22.2,2334.01,37.188,710,2424.94,156,612,38.0249,754.427,2.33401,1,1,751.552,4.1
"Oct 8, 10:00 am",23.9,2687.69,26.205,752,2793.43,171,718,41.8737,883.624,2.68769,1,1,882.769,4.6
"Oct 8, 11:00 am",25,2779.93,20.7992,762,2889.74,176,755,44.9573,928.21,2.77993,1,1,927.807,4.1
"Oct 8, 12:00 pm",25.6,2570.53,24.9164,715,2671.24,172,697,45.0344,858.68,2.57053,1,1,857.996,3.6
"Oct 8, 01:00 pm",26.1,2250.56,35.3731,676,2338.16,151,595,40.255,735.106,2.25056,1,1,732.841,5.2
"Oct 8, 02:00 pm",26.1,1709.11,48.2012,593,1776.78,132,447,36.6495,553.536,1.70911,1,1,546.905,5.2
"Oct 8, 03:00 pm",25.6,1050.36,61.933,491,1097.49,99,278,31.9168,345.07,1.05036,1,1,330.049,5.2
"Oct 8, 04:00 pm",23.3,320.88,76.0432,214,349.959,55,91,25.3995,114.901,0.32088,1,1,102.013,3.1
"Oct 8, 05:00 pm",21.7,4.69155,85.0867,2,27.4511,8,8,20.6377,7.93007,0.00469155,1,3,7.82654,3.1
"Oct 8, 06:00 pm",19.4,0,0,0,0,0,0,19.4,0,0,1,0,0,3.1
"Oct 8, 07:00 pm",17.2,0,0,0,0,0,0,17.2,0,0,1,0,0,3.6
"Oct 8, 08:00 pm",16.7,0,0,0,0,0,0,16.7,0,0,1,0,0,2.1
"Oct 8, 09:00 pm",15,0,0,0,0,0,0,15,0,0,1,0,0,2.6
"Oct 8, 10:00 pm",15,0,0,0,0,0,0,15,0,0,1,0,0,2.1
"Oct 8, 11:00 pm",14.4,0,0,0,0,0,0,14.4,0,0,1,0,0,2.6
"Oct 9, 12:00 am",13.9,0,0,0,0,0,0,13.9,0,0,1,0,0,2.1
"Oct 9, 01:00 am",13.3,0,0,0,0,0,0,13.3,0,0,1,0,0,2.6
"Oct 9, 02:00 am",12.8,0,0,0,0,0,0,12.8,0,0,1,0,0,2.1
"Oct 9, 03:00 am",12.2,0,0,0,0,0,0,12.2,0,0,1,0,0,2.1
"Oct 9, 04:00 am",12.8,0,0,0,0,0,0,12.8,0,0,1,0,0,0
"Oct 9, 05:00 am",11.1,0,85.9784,5,7.59805,2,3,9.27468,2.29036,0,1,2,2.05854,2.6
"Oct 9, 06:00 am",13.9,292.175,78.1926,302,320.643,38,79,14.8873,108.036,0.292175,1,1,89.0592,2.1
"Oct 9, 07:00 am",17.8,1077.41,64.081,610,1125.31,67,271,25.163,348.955,1.07741,1,1,327.663,2.6
"Oct 9, 08:00 am",21.7,1823.38,50.3053,747,1895.03,90,468,34.7848,587.863,1.82338,1,1,577.944,3.1
"Oct 9, 09:00 am",23.9,2369.94,37.3466,816,2462.32,107,628,41.8702,781.475,2.36994,1,1,778.117,3.1
"Oct 9, 10:00 am",25.6,2715.23,26.4667,850,2822.18,117,731,44.9213,906.949,2.71523,1,1,905.949,4.1
"Oct 9, 11:00 am",27.2,2843.07,21.175,860,2955.71,120,769,45.4962,952.131,2.84307,1,1,951.649,5.2
"Oct 9, 12:00 pm",28.3,2711.32,25.2712,852,2818.1,117,740,47.2812,916.702,2.71132,1,1,915.847,4.6
"Oct 9, 01:00 pm",28.9,2408.18,35.6527,823,2502.11,109,646,44.4623,804.137,2.40818,1,1,801.296,5.2
"Oct 9, 02:00 pm",28.3,1861.56,48.4285,761,1934.56,93,493,41.7321,619.581,1.86156,1,1,610.909,4.1
"Oct 9, 03:00 pm",27.8,1139.41,62.1274,638,1189.08,70,299,35.9925,384.574,1.13941,1,1,364.815,4.1
"Oct 9, 04:00 pm",25.6,363.471,76.215,360,393.47,43,102,28.3849,138.107,0.363471,1,1,116.332,3.1
"Oct 9, 05:00 pm",21.7,6.07633,85.0797,14,28.8616,8,9,20.7876,8.95955,0.00607633,1,3,8.23437,4.1
"Oct 9, 06:00 pm",21.1,0,0,0,0,0,0,21.1,0,0,1,0,0,3.1
"Oct 9, 07:00 pm",20.6,0,0,0,0,0,0,20.6,0,0,1,0,0,1.5
"Oct 9, 08:00 pm",18.3,0,0,0,0,0,0,18.3,0,0,1,0,0,1.5
"Oct 9, 09:00 pm",17.2,0,0,0,0,0,0,17.2,0,0,1,0,0,2.1
"Oct 9, 10:00 pm",17.8,0,0,0,0,0,0,17.8,0,0,1,0,0,0
"Oct 9, 11:00 pm",15.6,0,0,0,0,0,0,15.6,0,0,1,0,0,2.1
"Oct 10, 12:00 am",16.1,0,0,0,0,0,0,16.1,0,0,1,0,0,2.1
"Oct 10, 01:00 am",16.1,0,0,0,0,0,0,16.1,0,0,1,0,0,2.1
"Oct 10, 02:00 am",15.6,0,0,0,0,0,0,15.6,0,0,1,0,0,2.1
"Oct 10, 03:00 am",15.6,0,0,0,0,0,0,15.6,0,0,1,0,0,2.1
"Oct 10, 04:00 am",14.4,0,0,0,0,0,0,14.4,0,0,1,0,0,2.1
"Oct 10, 05:00 am",15,0,85.9074,1,3.6386,1,1,11.243,1.04122,0,1,2,0.994371,0
"Oct 10, 06:00 am",16.1,257.882,78.2346,217,285.63,42,71,16.7637,93.6507,0.257882,1,1,80.0078,1.5
"Oct 10, 07:00 am",19.4,901.812,64.147,425,944.872,92,233,26.3033,291.501,0.901812,1,1,276.608,1.5
"Oct 10, 08:00 am",22.2,1652.44,50.4073,561,1718.18,150,432,34.492,530.764,1.65244,1,1,523.253,2.6
"Oct 10, 09:00 am",25,2039.37,37.5089,599,2118.87,165,546,42.322,673.638,2.03937,1,1,671.132,2.1
"Oct 10, 10:00 am",26.1,2636.35,26.7311,796,2739.87,141,714,45.5314,883.287,2.63635,1,1,882.317,3.6
"Oct 10, 11:00 am",27.8,2579.7,21.5498,748,2680.79,144,706,47.375,872.094,2.5797,1,1,871.651,3.6
"Oct 10, 12:00 pm",28.3,2408.35,25.6244,673,2502.3,170,659,47.5443,815.047,2.40835,1,1,814.338,3.1
"Oct 10, 01:00 pm",28.9,1859.92,35.9316,480,1932.86,189,500,40.648,608.722,1.85992,1,1,607.016,5.2
"Oct 10, 02:00 pm",28.9,1714.63,48.6548,605,1782.49,134,449,38.3675,560.414,1.71463,1,1,553.39,6.2
"Oct 10, 03:00 pm",27.8,1067.14,62.3204,550,1114.74,85,279,35.3223,358.118,1.06714,1,1,340.876,4.1
"Oct 10, 04:00 pm",25,317.714,76.3848,262,346.725,48,90,27.2336,117.864,0.317714,1,1,101.951,3.1
"Oct 10, 05:00 pm",22.8,1.58149,85.0713,5,24.2834,7,8,21.7575,7.21851,0.00158149,1,3,6.95929,3.1
"Oct 10, 06:00 pm",20.6,0,0,0,0,0,0,20.6,0,0,1,0,0,3.1
"Oct 10, 07:00 pm",20,0,0,0,0,0,0,20,0,0,1,0,0,3.1
"Oct 10, 08:00 pm",19.4,0,0,0,0,0,0,19.4,0,0,1,0,0,0
"Oct 10, 09:00 pm",18.9,0,0,0,0,0,0,18.9,0,0,1,0,0,2.1
"Oct 10, 10:00 pm",18.3,0,0,0,0,0,0,18.3,0,0,1,0,0,0
"Oct 10, 11:00 pm",16.1,0,0,0,0,0,0,16.1,0,0,1,0,0,2.1
"Oct 11, 12:00 am",16.1,0,0,0,0,0,0,16.1,0,0,1,0,0,0
"Oct 11, 01:00 am",16.1,0,0,0,0,0,0,16.1,0,0,1,0,0,2.6
"Oct 11, 02:00 am",16.1,0,0,0,0,0,0,16.1,0,0,1,0,0,2.1
"Oct 11, 03:00 am",15,0,0,0,0,0,0,15,0,0,1,0,0,4.6
"Oct 11, 04:00 am",13.9,0,0,0,0,0,0,13.9,0,0,1,0,0,4.1
"Oct 11, 05:00 am",12.2,0,85.837,7,7.76736,2,3,10.5985,2.44785,0,1,2,2.11667,3.6
"Oct 11, 06:00 am",14.4,294.032,78.2787,345,322.539,33,78,15.316,111.461,0.294032,1,1,89.7586,4.1
"Oct 11, 07:00 am",17.2,1107.12,64.2157,657,1155.86,58,274,24.0521,357.926,1.10712,1,1,334.809,3.6
"Oct 11, 08:00 am",20,1906.59,50.5125,795,1981.21,78,474,30.8451,603.456,1.90659,1,1,592.723,5.2
"Oct 11, 09:00 am",21.7,2508.46,37.6747,870,2606.55,92,641,35.1714,800.162,2.50846,1,1,796.46,6.2
"Oct 11, 10:00 am",22.2,2818.05,26.9982,904,2929.56,101,748,42.0642,927.828,2.81805,1,1,926.688,4.1
"Oct 11, 11:00 am",22.8,2997.74,21.9235,915,3117.48,104,786,39.6686,974.778,2.99774,1,1,974.205,6.2
"Oct 11, 12:00 pm",23.3,2906.5,25.976,904,3022.02,101,753,37.4855,935.078,2.9065,1,1,934.081,7.7
"Oct 11, 01:00 pm",23.3,2581.94,36.2095,882,2683.13,94,661,35.7934,825.615,2.58194,1,1,822.387,7.7
"Oct 11, 02:00 pm",23.3,2003.45,48.8801,818,2081.61,80,502,32.859,638.557,2.00345,1,1,628.881,7.7
"Oct 11, 03:00 pm",22.2,1214.4,62.5119,697,1266.26,60,303,28.4556,396.618,1.2144,1,1,374.507,6.7
"Oct 11, 04:00 pm",20.6,375.685,76.5525,411,405.951,37,100,22.5748,141.843,0.375685,1,1,116.782,5.7
"Oct 11, 05:00 pm",16.7,0,85.0614,18,19.6037,5,8,15.6914,6.39881,0,1,3,5.46469,4.6
"Oct 11, 06:00 pm",13.3,0,0,0,0,0,0,13.3,0,0,1,0,0,4.1
"Oct 11, 07:00 pm",12.8,0,0,0,0,0,0,12.8,0,0,1,0,0,3.6
"Oct 11, 08:00 pm",11.1,0,0,0,0,0,0,11.1,0,0,1,0,0,3.1
"Oct 11, 09:00 pm",10.6,0,0,0,0,0,0,10.6,0,0,1,0,0,3.6
"Oct 11, 10:00 pm",9.4,0,0,0,0,0,0,9.4,0,0,1,0,0,3.6
"Oct 11, 11:00 pm",8.3,0,0,0,0,0,0,8.3,0,0,1,0,0,3.1
"Oct 12, 12:00 am",7.8,0,0,0,0,0,0,7.8,0,0,1,0,0,3.1
"Oct 12, 01:00 am",7.2,0,0,0,0,0,0,7.2,0,0,1,0,0,3.1
"Oct 12, 02:00 am",6.7,0,0,0,0,0,0,6.7,0,0,1,0,0,3.6
"Oct 12, 03:00 am",6.1,0,0,0,0,0,0,6.1,0,0,1,0,0,3.6
"Oct 12, 04:00 am",5.6,0,0,0,0,0,0,5.6,0,0,1,0,0,2.1
"Oct 12, 05:00 am",5.6,0,85.7675,13,8.61005,2,4,3.80909,2.89915,0,1,2,2.27822,3.1
"Oct 12, 06:00 am",8.9,315.878,78.3248,417,344.849,28,82,10.032,119.987,0.315878,1,1,93.7406,3.1
"Oct 12, 07:00 am",11.1,1195.85,64.287,722,1247.17,48,283,16.5207,374.474,1.19585,1,1,348.963,6.2
"Oct 12, 08:00 am",13.3,2002.87,50.6208,843,2081.01,65,483,24.3356,615.071,2.00287,1,1,603.592,5.2
"Oct 12, 09:00 am",14.4,2572.19,37.844,901,2672.97,77,642,31.5754,806.41,2.57219,1,1,802.511,4.1
"Oct 12, 10:00 am",15.6,2910.63,27.2677,933,3026.34,84,748,36.6607,932.797,2.91063,1,1,931.579,3.6
"Oct 12, 11:00 am",17.2,3002.53,22.2959,938,3122.49,87,783,39.3745,974.946,3.00253,1,1,974.326,3.6
"Oct 12, 12:00 pm",18.3,2955.28,26.3259,935,3073.04,84,755,35.4892,941.557,2.95528,1,1,940.477,5.7
"Oct 12, 01:00 pm",18.9,2592.92,36.4863,907,2694.58,78,658,34.8288,825.385,2.59292,1,1,821.969,5.2
"Oct 12, 02:00 pm",19.4,2024.6,49.104,853,2103.55,66,503,30.9722,639.987,2.0246,1,1,629.71,5.7
"Oct 12, 03:00 pm",18.9,1249.43,62.7018,741,1302.34,50,305,25.5641,403.714,1.24943,1,1,379.928,6.2
"Oct 12, 04:00 pm",16.7,387.967,76.718,470,418.503,31,102,19.2815,147.345,0.387967,1,1,118.578,4.1
"Oct 12, 05:00 pm",12.2,0,85.05,28,21.2754,5,9,11.0969,7.26524,0,1,3,5.81048,4.1
"Oct 12, 06:00 pm",11.7,0,0,0,0,0,0,11.7,0,0,1,0,0,3.6
"Oct 12, 07:00 pm",11.1,0,0,0,0,0,0,11.1,0,0,1,0,0,4.1
"Oct 12, 08:00 pm",11.1,0,0,0,0,0,0,11.1,0,0,1,0,0,3.6
"Oct 12, 09:00 pm",10,0,0,0,0,0,0,10,0,0,1,0,0,3.1
"Oct 12, 10:00 pm",10,0,0,0,0,0,0,10,0,0,1,0,0,4.1
"Oct 12, 11:00 pm",8.9,0,0,0,0,0,0,8.9,0,0,1,0,0,2.6
"Oct 13, 12:00 am",7.8,0,0,0,0,0,0,7.8,0,0,1,0,0,0
"Oct 13, 01:00 am",6.1,0,0,0,0,0,0,6.1,0,0,1,0,0,2.1
"Oct 13, 02:00 am",3.3,0,0,0,0,0,0,3.3,0,0,1,0,0,3.1
"Oct 13, 03:00 am",2.8,0,0,0,0,0,0,2.8,0,0,1,0,0,2.1
"Oct 13, 04:00 am",3.3,0,0,0,0,0,0,3.3,0,0,1,0,0,0
"Oct 13, 05:00 am",2.8,0,85.6986,3,4.05875,1,2,-1.47112,1.19486,0,1,2,1.05024,0
"Oct 13, 06:00 am",4.4,291.181,78.3728,305,319.628,34,73,4.90119,104.178,0.291181,1,1,84.9702,0
"Oct 13, 07:00 am",8.9,1101.35,64.3609,634,1149.93,62,266,21.6135,351.834,1.10135,1,1,329.334,0
"Oct 13, 08:00 am",12.8,1923.87,50.7323,779,1999.11,84,467,27.0147,597.912,1.92387,1,1,587.209,2.6
"Oct 13, 09:00 am",15,2519.65,38.0166,848,2618.21,100,629,32.6173,793.798,2.51965,1,1,790.063,3.6
"Oct 13, 10:00 am",17.2,2840.12,27.5395,884,2952.63,109,735,37.8043,915.282,2.84012,1,1,914.088,3.6
